"";"Inverter: INV 1 (#1, 1/21010730236TJ9902137)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"BiDirectionalMeter: MET 1 (#2, 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"";"Pac (W)";"Pdc1 (W)";"Pdc2 (W)";"Pdc3 (W)";"Yield (Wh)";"Udc1 (V)";"Udc2 (V)";"Udc3 (V)";"Temperature (°C)";"Uac (V)";"Status";"Error";"Iac (mA)";"Idc1 (mA)";"Idc2 (mA)";"Idc3 (mA)";"Pdc4 (W)";"Idc4 (mA)";"Udc4 (V)";"Pac (W)";"Yield (Wh)";"Status";"Error";"Etotal_C (WattEver)";"Pac1 (W)";"Pac2 (W)";"Pac3 (W)";"Uac1 (V)";"Uac2 (V)";"Uac3 (V)";"Qac1 (var)";"Qac2 (var)";"Qac3 (var)";"Iac1 (mA)";"Iac2 (mA)";"Iac3 (mA)";"Fac (Hz)";"Cos(Phi)";"Pac raw (W)";"Etotal Forward (Wh)";"Etotal Reverse (Wh)";"Etotal Raw (Wh)";
"2019-07-27 04:10:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"889";"0";"0";"32011";"-874";"470";"166";"241";"241";"241";"382";"30";"96";"-3960";"1800";"900";"50.000";"0.404";"-222";"6903430";"1490300";"5413136";
"2019-07-27 04:15:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"452";"926";"1";"0";"33367";"-312";"560";"198";"241";"240";"242";"330";"120";"142";"-2020";"2400";"1080";"49.990";"0.562";"452";"6903470";"1490300";"5413150";
"2019-07-27 04:20:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"518";"970";"1";"0";"34921";"-202";"552";"198";"239";"239";"241";"354";"110";"142";"-2000";"2400";"1080";"49.990";"0.657";"518";"6903520";"1490300";"5413198";
"2019-07-27 04:25:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"552";"1016";"1";"0";"36577";"-204";"520";"236";"240";"239";"241";"358";"116";"204";"-2000";"2400";"1360";"50.000";"0.643";"552";"6903570";"1490300";"5413243";
"2019-07-27 04:30:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"552";"1062";"1";"0";"38234";"-212";"520";"236";"240";"240";"241";"360";"120";"204";"-2000";"2400";"1360";"50.000";"0.639";"552";"6903610";"1490300";"5413287";
"2019-07-27 04:35:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"518";"1105";"1";"0";"39791";"-206";"520";"198";"240";"240";"240";"360";"120";"142";"-2000";"2400";"1080";"50.010";"0.639";"518";"6903650";"1490300";"5413332";
"2019-07-27 04:40:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"446";"1142";"1";"0";"41120";"-206";"448";"234";"241";"239";"240";"362";"12";"204";"-2000";"1680";"1360";"50.000";"0.639";"446";"6903690";"1490300";"5413373";
"2019-07-27 04:45:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"400";"1175";"1";"0";"42312";"-198";"440";"198";"241";"240";"240";"358";"0";"142";"-1980";"1720";"1080";"50.000";"0.650";"400";"6903730";"1490300";"5413408";
"2019-07-27 04:50:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"476";"1214";"1";"0";"43728";"-184";"440";"234";"241";"239";"240";"320";"0";"204";"-1600";"1640";"1360";"49.990";"0.700";"476";"6903770";"1490300";"5413447";
"2019-07-27 04:55:00";"0";"0";"0";"0";"0";"0";"0";"0";"36";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"184";"1229";"1";"0";"44279";"-546";"440";"196";"240";"239";"240";"378";"0";"142";"-2900";"1600";"1080";"50.000";"0.443";"110";"6903780";"1490310";"5413474";
"2019-07-27 05:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"28";"1232";"1";"0";"44368";"-760";"440";"196";"241";"240";"240";"400";"0";"144";"-3600";"1620";"1080";"50.000";"0.286";"-88";"6903780";"1490320";"5413463";
"2019-07-27 05:05:00";"0";"0";"0";"0";"0";"0";"0";"0";"36";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"60";"1237";"1";"0";"44548";"-760";"440";"236";"241";"240";"240";"376";"0";"204";"-3600";"1620";"1360";"50.010";"0.280";"-48";"6903790";"1490330";"5413461";
"2019-07-27 05:10:00";"0";"0";"0";"0";"0";"0";"0";"0";"36";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1237";"1";"0";"44548";"-756";"440";"160";"239";"240";"240";"370";"0";"80";"-3600";"1680";"800";"49.990";"0.265";"-120";"6903790";"1490340";"5413451";
"2019-07-27 05:15:00";"0";"0";"0";"0";"0";"0";"0";"0";"36";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"30";"1239";"1";"0";"44638";"-758";"440";"198";"240";"240";"240";"386";"0";"142";"-3600";"1620";"1080";"49.990";"0.272";"-88";"6903790";"1490350";"5413443";
"2019-07-27 05:20:00";"0";"0";"0";"0";"0";"0";"0";"0";"36";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"92";"1247";"1";"0";"44918";"-650";"440";"164";"240";"240";"240";"396";"0";"244";"-3280";"1620";"1080";"50.000";"0.351";"-54";"6903800";"1490370";"5413429";
"2019-07-27 05:25:00";"0";"0";"0";"0";"0";"0";"0";"0";"36";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"358";"1277";"1";"0";"45987";"-202";"440";"158";"240";"240";"241";"360";"0";"262";"-2000";"1700";"1100";"49.990";"0.503";"358";"6903830";"1490370";"5413444";
"2019-07-27 05:30:00";"0";"0";"0";"0";"0";"0";"0";"0";"36";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"342";"1305";"1";"0";"47004";"-206";"440";"142";"240";"240";"240";"360";"0";"238";"-2000";"1680";"1020";"49.980";"0.502";"342";"6903860";"1490370";"5413476";
"2019-07-27 05:35:00";"0";"0";"0";"0";"0";"0";"0";"0";"36";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"376";"1336";"1";"0";"48126";"-200";"458";"158";"240";"240";"240";"360";"18";"262";"-2000";"1720";"1100";"49.980";"0.513";"376";"6903890";"1490370";"5413508";
"2019-07-27 05:40:00";"0";"0";"0";"0";"0";"0";"0";"0";"36";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"282";"1360";"1";"0";"48970";"-440";"560";"134";"240";"240";"240";"396";"120";"230";"-2800";"2400";"1020";"49.980";"0.390";"240";"6903920";"1490370";"5413543";
"2019-07-27 05:45:00";"0";"0";"0";"0";"0";"0";"0";"0";"36";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"60";"1365";"1";"0";"49150";"-788";"560";"192";"240";"240";"240";"412";"120";"324";"-3620";"2400";"1400";"49.990";"0.151";"-10";"6903930";"1490380";"5413545";
"2019-07-27 05:50:00";"0";"0";"0";"0";"0";"0";"0";"0";"36";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"32";"1367";"1";"0";"49246";"-760";"538";"156";"240";"240";"240";"396";"120";"262";"-3600";"2400";"1100";"49.990";"0.116";"-26";"6903930";"1490380";"5413550";
"2019-07-27 05:55:00";"0";"0";"0";"0";"0";"0";"0";"0";"36";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"32";"1370";"1";"0";"49342";"-756";"520";"158";"240";"240";"240";"400";"120";"262";"-3600";"2400";"1120";"50.000";"0.119";"-32";"6903930";"1490390";"5413540";
"2019-07-27 06:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"36";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"414";"1405";"1";"0";"50580";"-284";"520";"158";"241";"240";"240";"332";"120";"262";"-1900";"2400";"1100";"49.990";"0.503";"402";"6903970";"1490390";"5413555";
"2019-07-27 06:05:00";"0";"0";"0";"0";"0";"0";"0";"0";"36";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"398";"1438";"1";"0";"51769";"-200";"440";"160";"240";"240";"241";"320";"0";"256";"-1600";"1660";"1100";"50.010";"0.564";"398";"6904000";"1490390";"5413594";
"2019-07-27 06:10:00";"0";"0";"0";"0";"0";"0";"0";"0";"36";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"438";"1474";"1";"0";"53083";"-196";"440";"198";"241";"241";"240";"320";"0";"142";"-1600";"1700";"1080";"49.980";"0.703";"438";"6904040";"1490390";"5413631";
"2019-07-27 06:15:00";"0";"0";"0";"0";"0";"0";"0";"0";"36";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"434";"1510";"1";"0";"54392";"-200";"440";"198";"241";"241";"241";"320";"0";"142";"-1640";"1780";"1080";"49.990";"0.701";"434";"6904080";"1490390";"5413669";
"2019-07-27 06:20:00";"0";"0";"0";"0";"0";"0";"0";"0";"36";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"68";"1516";"1";"0";"54594";"-770";"386";"236";"241";"241";"240";"420";"0";"204";"-3580";"1500";"1360";"50.000";"0.385";"-116";"6904080";"1490410";"5413679";
"2019-07-27 06:25:00";"0";"0";"0";"0";"0";"367";"367";"366";"36";"204";"2";"0";"0";"0";"0";"0";"0";"0";"370";"0";"1516";"1";"0";"54594";"-776";"320";"162";"241";"240";"241";"400";"0";"82";"-3600";"1200";"840";"50.000";"0.462";"-272";"6904080";"1490430";"5413658";
"2019-07-27 06:30:00";"0";"0";"0";"0";"0";"456";"455";"447";"36";"241";"2";"0";"0";"0";"0";"0";"0";"0";"463";"44";"1520";"1";"0";"54725";"-770";"320";"234";"241";"241";"241";"400";"0";"208";"-3600";"1200";"1360";"50.010";"0.444";"-206";"6904090";"1490460";"5413645";
"2019-07-27 06:35:00";"1";"8";"7";"4";"0";"479";"477";"456";"36";"241";"5";"0";"0";"0";"0";"0";"5";"0";"480";"250";"1540";"1";"0";"55473";"-286";"320";"208";"241";"241";"241";"324";"28";"218";"-2160";"1340";"1360";"50.010";"0.412";"222";"6904110";"1490460";"5413636";
"2019-07-27 06:40:00";"28";"34";"31";"16";"10";"484";"476";"464";"36";"241";"5";"0";"150";"10";"30";"0";"25";"0";"481";"110";"1549";"1";"0";"55795";"-280";"290";"80";"241";"241";"241";"262";"78";"124";"-1980";"1600";"800";"50.000";"0.214";"82";"6904120";"1490460";"5413652";
"2019-07-27 06:45:00";"64";"39";"39";"19";"10";"492";"492";"471";"36";"240";"5";"0";"225";"60";"70";"0";"39";"50";"499";"180";"1564";"1";"0";"56326";"-274";"280";"112";"241";"240";"241";"246";"80";"162";"-1900";"1480";"1080";"50.000";"0.215";"120";"6904130";"1490460";"5413665";
"2019-07-27 06:50:00";"68";"41";"41";"20";"20";"496";"491";"474";"36";"241";"5";"0";"300";"100";"100";"0";"43";"30";"520";"199";"1581";"0";"0";"56916";"-260";"280";"116";"241";"241";"241";"212";"82";"158";"-1660";"1580";"1080";"50.000";"0.238";"130";"6904140";"1490460";"5413674";
"2019-07-27 06:55:00";"134";"61";"61";"31";"30";"509";"509";"480";"36";"241";"5";"0";"570";"125";"115";"30";"61";"130";"529";"126";"1591";"1";"0";"57288";"-452";"250";"96";"241";"241";"242";"216";"80";"138";"-2360";"1280";"1080";"50.010";"0.205";"-72";"6904150";"1490470";"5413680";
"2019-07-27 07:00:00";"230";"86";"87";"44";"50";"523";"521";"492";"37";"241";"5";"0";"915";"170";"170";"75";"90";"180";"547";"231";"1610";"1";"0";"57973";"-354";"244";"80";"241";"241";"241";"176";"100";"118";"-2000";"1320";"1020";"50.020";"0.217";"-4";"6904150";"1490470";"5413680";
"2019-07-27 07:05:00";"198";"80";"80";"40";"70";"516";"517";"490";"37";"241";"5";"0";"750";"165";"165";"65";"80";"165";"542";"272";"1632";"0";"0";"58782";"-358";"358";"78";"241";"240";"242";"178";"200";"122";"-1980";"1940";"1060";"50.030";"0.134";"82";"6904160";"1490470";"5413682";
"2019-07-27 07:10:00";"613";"195";"197";"94";"120";"550";"547";"516";"37";"241";"5";"0";"2935";"345";"360";"150";"203";"325";"575";"554";"1678";"1";"0";"60441";"-284";"216";"26";"241";"240";"241";"66";"200";"26";"-1140";"1460";"380";"50.000";"0.377";"-34";"6904160";"1490480";"5413686";
"2019-07-27 07:15:00";"433";"146";"145";"72";"150";"539";"539";"513";"37";"241";"5";"0";"1935";"275";"280";"130";"149";"275";"569";"313";"1704";"1";"0";"61375";"-574";"264";"32";"242";"241";"241";"164";"200";"36";"-1380";"1540";"540";"50.010";"0.424";"-256";"6904160";"1490500";"5413675";
"2019-07-27 07:20:00";"481";"158";"160";"78";"190";"544";"538";"510";"37";"240";"5";"0";"2250";"300";"300";"145";"164";"300";"570";"32";"1707";"1";"0";"61474";"-912";"244";"56";"241";"240";"241";"208";"200";"88";"-3500";"1560";"820";"49.990";"0.761";"-584";"6904160";"1490550";"5413634";
"2019-07-27 07:25:00";"514";"170";"170";"82";"230";"547";"542";"518";"37";"240";"5";"0";"2290";"295";"300";"140";"174";"295";"570";"35";"1710";"1";"0";"61578";"-896";"236";"36";"241";"240";"240";"202";"204";"50";"-3860";"1500";"520";"49.980";"0.790";"-600";"6904160";"1490600";"5413581";
"2019-07-27 07:30:00";"736";"233";"237";"112";"300";"555";"548";"522";"37";"240";"5";"0";"3575";"415";"435";"200";"245";"425";"583";"118";"1720";"1";"0";"61929";"-822";"72";"54";"241";"240";"241";"126";"92";"64";"-3500";"640";"100";"49.990";"0.863";"-696";"6904160";"1490660";"5413524";
"2019-07-27 07:35:00";"754";"237";"243";"115";"360";"557";"554";"524";"37";"240";"5";"0";"3650";"425";"440";"200";"247";"400";"582";"86";"1727";"1";"0";"62177";"-714";"58";"-18";"242";"241";"240";"120";"80";"-58";"-3160";"800";"-780";"50.000";"0.971";"-676";"6904160";"1490720";"5413464";
"2019-07-27 07:40:00";"633";"204";"206";"99";"410";"552";"547";"520";"37";"241";"5";"0";"3030";"395";"390";"200";"211";"400";"579";"218";"1745";"1";"0";"62824";"-562";"90";"36";"241";"241";"240";"138";"80";"38";"-2600";"820";"-60";"50.000";"0.810";"-432";"6904160";"1490760";"5413413";
"2019-07-27 07:45:00";"666";"215";"216";"105";"470";"553";"549";"522";"37";"240";"5";"0";"3190";"400";"410";"200";"222";"400";"579";"620";"1796";"1";"0";"64672";"-158";"80";"28";"241";"240";"241";"68";"82";"30";"-1200";"820";"20";"49.990";"0.549";"-46";"6904170";"1490770";"5413401";
"2019-07-27 07:50:00";"697";"221";"220";"109";"520";"555";"549";"522";"37";"239";"5";"0";"3385";"400";"405";"200";"227";"400";"579";"4894";"2203";"1";"0";"79315";"-4868";"6128";"2952";"239";"239";"238";"5234";"400";"6388";"-30840";"26840";"30720";"49.990";"0.310";"4208";"6904510";"1490770";"5413500";
"2019-07-27 07:55:00";"1848";"545";"547";"261";"680";"580";"576";"543";"37";"238";"5";"0";"8365";"960";"960";"465";"569";"945";"605";"8487";"2910";"1";"0";"104763";"-7146";"9572";"4266";"239";"239";"237";"7710";"468";"9882";"-45600";"42180";"47220";"49.990";"0.348";"6684";"6905070";"1490770";"5414064";
"2019-07-27 08:00:00";"3433";"1000";"1004";"480";"960";"594";"587";"559";"37";"239";"5";"0";"14735";"1675";"1700";"835";"1041";"1670";"623";"6257";"3431";"1";"0";"123519";"-5904";"6174";"2620";"239";"239";"238";"5236";"970";"7206";"-34700";"28800";"34340";"50.000";"0.210";"2896";"6905360";"1490770";"5414475";
"2019-07-27 08:05:00";"3226";"932";"941";"445";"1230";"595";"588";"558";"37";"238";"5";"0";"13970";"1580";"1610";"765";"971";"1575";"619";"8813";"4163";"1";"0";"149875";"-7608";"9272";"3960";"239";"238";"237";"7630";"526";"9966";"-46760";"41480";"47340";"49.990";"0.294";"5630";"6905780";"1490770";"5414786";
"2019-07-27 08:10:00";"4278";"1236";"1227";"594";"1580";"598";"591";"565";"37";"237";"5";"0";"18295";"2055";"2075";"1030";"1304";"2075";"625";"10506";"5038";"1";"0";"181368";"-7522";"9422";"4348";"238";"237";"236";"8114";"348";"9880";"-48640";"43120";"48520";"50.000";"0.317";"6256";"6906300";"1490770";"5415294";
"2019-07-27 08:15:00";"10089";"2909";"2839";"1391";"2410";"605";"592";"578";"37";"238";"5";"0";"42640";"4795";"4785";"2380";"3046";"4735";"642";"13557";"6166";"1";"0";"221992";"-6328";"6962";"3146";"239";"238";"237";"6076";"496";"7644";"-39460";"33540";"38420";"49.980";"0.231";"3778";"6906640";"1490770";"5415756";
"2019-07-27 08:20:00";"8156";"2318";"2256";"1110";"3100";"603";"587";"571";"38";"237";"5";"0";"34500";"3900";"3905";"1945";"2457";"3910";"633";"12426";"7201";"1";"0";"259237";"-6806";"7872";"2872";"238";"237";"236";"6240";"1014";"8894";"-41280";"37040";"42600";"49.990";"0.225";"3932";"6906950";"1490770";"5416018";
"2019-07-27 08:25:00";"4579";"1336";"1323";"634";"3490";"594";"581";"558";"38";"237";"5";"0";"19560";"2250";"2280";"1115";"1392";"2230";"618";"11250";"8138";"1";"0";"292970";"-7102";"9588";"4234";"238";"237";"236";"8042";"464";"10040";"-47520";"43900";"49140";"49.990";"0.338";"6718";"6907490";"1490770";"5416471";
"2019-07-27 08:30:00";"7893";"2316";"2281";"1111";"4140";"604";"589";"568";"38";"237";"5";"0";"33460";"3755";"3805";"1895";"2396";"3785";"631";"12450";"9176";"1";"0";"330337";"-5928";"7242";"3252";"237";"237";"236";"6240";"768";"7700";"-38920";"34600";"38740";"50.000";"0.286";"4558";"6907880";"1490770";"5416933";
"2019-07-27 08:35:00";"5508";"1579";"1596";"754";"4600";"599";"589";"559";"38";"237";"5";"0";"23475";"2655";"2710";"1340";"1643";"2660";"620";"10319";"10036";"1";"0";"361296";"-5676";"7354";"3240";"237";"237";"236";"6020";"464";"7878";"-36820";"33900";"38440";"49.990";"0.315";"4920";"6908290";"1490770";"5417346";
"2019-07-27 08:40:00";"6954";"1996";"2017";"951";"5180";"602";"595";"565";"38";"237";"5";"0";"29435";"3305";"3375";"1645";"2094";"3335";"627";"11499";"10994";"1";"0";"395788";"-6612";"7542";"3550";"237";"237";"236";"6614";"754";"8040";"-41760";"35620";"40300";"50.000";"0.274";"4472";"6908670";"1490770";"5417706";
"2019-07-27 08:45:00";"3758";"1099";"1101";"521";"5500";"584";"582";"551";"38";"236";"5";"0";"16165";"1875";"1885";"930";"1143";"1860";"612";"9654";"11799";"1";"0";"424766";"-7334";"8888";"4196";"238";"237";"236";"7762";"728";"9148";"-47140";"40940";"45580";"49.990";"0.307";"5748";"6909140";"1490770";"5418152";
"2019-07-27 08:50:00";"3467";"1005";"1006";"476";"5790";"582";"581";"551";"39";"236";"5";"0";"15055";"1735";"1725";"840";"1050";"1710";"611";"9321";"12576";"1";"0";"452755";"-7448";"9082";"4270";"237";"236";"236";"7892";"736";"9422";"-47860";"41760";"46680";"50.000";"0.309";"5904";"6909660";"1490770";"5418655";
"2019-07-27 08:55:00";"4230";"1219";"1226";"578";"6140";"589";"587";"555";"39";"237";"5";"0";"18160";"2070";"2080";"1020";"1275";"2080";"616";"8702";"13300";"1";"0";"478817";"-7914";"8992";"3464";"238";"238";"236";"7316";"1530";"9768";"-47500";"41720";"46740";"50.000";"0.231";"4536";"6910030";"1490770";"5419075";
"2019-07-27 09:00:00";"5216";"1510";"1513";"713";"6570";"594";"592";"559";"39";"237";"5";"0";"22300";"2545";"2555";"1260";"1584";"2535";"622";"10605";"14182";"1";"0";"510574";"-7586";"9250";"3676";"238";"237";"236";"7572";"1366";"10022";"-47520";"42880";"48220";"49.990";"0.268";"5346";"6910470";"1490770";"5419493";
"2019-07-27 09:05:00";"3974";"1151";"1152";"544";"6900";"587";"585";"555";"39";"237";"5";"0";"17015";"1965";"1980";"965";"1202";"1955";"614";"10967";"15096";"1";"0";"543473";"-7182";"9912";"4292";"238";"238";"236";"8146";"612";"10274";"-48280";"45340";"50160";"49.980";"0.342";"7024";"6911020";"1490770";"5419965";
"2019-07-27 09:10:00";"4575";"1325";"1330";"627";"7290";"591";"588";"560";"39";"238";"5";"0";"19495";"2240";"2245";"1100";"1390";"2250";"617";"10192";"15945";"1";"0";"574046";"-6594";"8236";"3946";"239";"238";"237";"7176";"598";"8798";"-43200";"38180";"43600";"49.980";"0.315";"5590";"6911520";"1490770";"5420508";
"2019-07-27 09:15:00";"3154";"921";"923";"439";"7550";"583";"581";"551";"39";"238";"5";"0";"13670";"1575";"1575";"780";"961";"1580";"610";"9411";"16731";"1";"0";"602346";"-7636";"9754";"4070";"239";"238";"237";"8010";"992";"10502";"-48660";"44460";"50360";"49.990";"0.300";"6190";"6912010";"1490770";"5421027";
"2019-07-27 09:20:00";"2746";"804";"802";"382";"7780";"577";"578";"548";"39";"237";"5";"0";"12010";"1415";"1385";"655";"836";"1395";"605";"9291";"17508";"1";"0";"630290";"-7984";"10172";"4352";"238";"238";"236";"8622";"1156";"10722";"-51860";"46760";"52120";"49.990";"0.303";"6532";"6912550";"1490770";"5421518";
"2019-07-27 09:25:00";"2794";"812";"818";"388";"8010";"579";"580";"549";"39";"237";"5";"0";"12175";"1400";"1395";"690";"854";"1390";"608";"8875";"18247";"1";"0";"656903";"-6830";"8672";"4236";"238";"238";"236";"7674";"620";"9206";"-45520";"40200";"45980";"50.000";"0.328";"6080";"6913070";"1490770";"5422057";
"2019-07-27 09:30:00";"3179";"921";"922";"437";"8280";"585";"583";"552";"39";"237";"5";"0";"13760";"1590";"1600";"785";"963";"1595";"612";"9303";"19023";"1";"0";"684858";"-7386";"9392";"4200";"238";"238";"237";"7940";"856";"10164";"-47920";"43240";"49460";"50.010";"0.311";"6202";"6913570";"1490770";"5422566";
"2019-07-27 09:35:00";"4161";"1202";"1205";"571";"8620";"592";"590";"560";"39";"238";"5";"0";"17835";"2015";"2045";"995";"1260";"2040";"619";"10564";"19903";"1";"0";"716533";"-7124";"9136";"4406";"238";"238";"236";"7914";"418";"9674";"-47260";"42220";"48140";"50.020";"0.335";"6418";"6914080";"1490770";"5423066";
"2019-07-27 09:40:00";"4854";"1401";"1410";"667";"9030";"596";"592";"561";"39";"238";"5";"0";"20640";"2335";"2385";"1155";"1472";"2380";"620";"9567";"20700";"1";"0";"745233";"-7140";"7940";"3918";"239";"238";"237";"7228";"600";"8524";"-44880";"37320";"42700";"50.010";"0.270";"4718";"6914510";"1490770";"5423533";
"2019-07-27 09:45:00";"4896";"1415";"1422";"673";"9430";"599";"594";"562";"39";"239";"5";"0";"20680";"2350";"2390";"1165";"1484";"2380";"623";"9097";"21458";"1";"0";"772514";"-6832";"7356";"3676";"240";"239";"238";"6578";"536";"8222";"-41460";"34160";"40500";"50.030";"0.261";"4198";"6914880";"1490770";"5423927";
"2019-07-27 09:50:00";"3997";"1158";"1163";"553";"9770";"595";"592";"560";"39";"239";"5";"0";"17035";"1965";"1970";"970";"1211";"1960";"618";"9806";"22275";"1";"0";"801924";"-7634";"9176";"4208";"240";"239";"238";"7766";"414";"9904";"-47440";"41640";"47800";"50.010";"0.300";"5754";"6915330";"1490770";"5424352";
"2019-07-27 09:55:00";"3465";"1006";"1006";"478";"10060";"590";"588";"556";"40";"239";"5";"0";"14845";"1695";"1690";"835";"1047";"1690";"615";"7772";"22923";"1";"0";"825234";"-8276";"8962";"3650";"240";"240";"238";"7544";"1544";"9872";"-48640";"41200";"46880";"50.010";"0.219";"4334";"6915720";"1490770";"5424764";
"2019-07-27 10:00:00";"4485";"1295";"1300";"616";"10430";"596";"595";"563";"40";"239";"5";"0";"19005";"2165";"2200";"1080";"1356";"2180";"622";"9376";"23704";"1";"0";"853355";"-7494";"8648";"3760";"240";"240";"237";"7316";"1010";"9224";"-45680";"39620";"44620";"50.020";"0.268";"4908";"6916150";"1490770";"5425170";
"2019-07-27 10:05:00";"4545";"1313";"1319";"623";"10810";"598";"593";"560";"40";"240";"5";"0";"19170";"2200";"2215";"1095";"1373";"2210";"622";"8424";"24407";"1";"0";"878657";"-5668";"6558";"3008";"240";"241";"239";"5420";"420";"7640";"-34240";"29960";"36420";"49.990";"0.278";"3894";"6916460";"1490770";"5425556";
"2019-07-27 10:10:00";"4293";"1239";"1249";"592";"11170";"596";"592";"560";"40";"240";"5";"0";"18170";"2065";"2100";"1025";"1295";"2095";"619";"7122";"25000";"1";"0";"900018";"-5878";"6210";"2484";"240";"240";"239";"4944";"1132";"7654";"-33560";"28960";"35680";"49.980";"0.200";"2814";"6916680";"1490770";"5425804";
"2019-07-27 10:15:00";"5106";"1467";"1485";"698";"11590";"601";"594";"563";"40";"239";"5";"0";"21560";"2450";"2495";"1225";"1537";"2470";"625";"9022";"25751";"1";"0";"927069";"-6478";"7442";"3032";"239";"240";"239";"6476";"1608";"8246";"-40240";"34760";"39260";"49.990";"0.239";"3998";"6917030";"1490770";"5426074";
"2019-07-27 10:20:00";"5049";"1458";"1473";"693";"12010";"600";"595";"561";"40";"239";"5";"0";"21285";"2435";"2465";"1220";"1524";"2430";"624";"9240";"26520";"1";"0";"954735";"-6858";"8076";"2940";"240";"240";"238";"6688";"1818";"8852";"-42020";"37500";"41680";"49.990";"0.227";"4158";"6917370";"1490770";"5426436";
"2019-07-27 10:25:00";"4174";"1212";"1221";"579";"12370";"595";"589";"557";"40";"239";"5";"0";"17685";"2025";"2065";"1010";"1270";"2035";"619";"8984";"27269";"1";"0";"981718";"-7246";"8698";"3256";"240";"240";"238";"7148";"1250";"9434";"-44340";"39600";"44420";"50.010";"0.248";"4698";"6917760";"1490770";"5426798";
"2019-07-27 10:30:00";"3073";"894";"901";"427";"12620";"588";"583";"549";"40";"240";"5";"0";"13210";"1515";"1545";"750";"933";"1520";"613";"7106";"27861";"1";"0";"1003015";"-8316";"9040";"3292";"240";"240";"239";"7702";"1958";"9802";"-48960";"41620";"45920";"50.010";"0.198";"4024";"6918120";"1490770";"5427175";
"2019-07-27 10:35:00";"4753";"1361";"1376";"648";"13010";"597";"590";"557";"40";"237";"5";"0";"20350";"2285";"2335";"1150";"1424";"2285";"622";"8224";"28547";"1";"0";"1027695";"-7918";"8460";"3130";"239";"238";"236";"6932";"1734";"9488";"-41080";"39360";"44980";"50.010";"0.189";"3678";"6918440";"1490770";"5427526";
"2019-07-27 10:40:00";"6511";"1872";"1886";"892";"13550";"604";"600";"567";"40";"237";"5";"0";"27635";"3110";"3150";"1555";"1956";"3090";"631";"10352";"29409";"1";"0";"1058746";"-7784";"8712";"2898";"238";"237";"235";"6822";"1480";"9694";"-45800";"40640";"45720";"50.000";"0.208";"3830";"6918710";"1490770";"5427808";
"2019-07-27 10:45:00";"8222";"2343";"2373";"1128";"14240";"609";"601";"568";"40";"237";"5";"0";"34750";"3855";"3960";"1970";"2468";"3905";"631";"11468";"30365";"1";"0";"1093149";"-6996";"7598";"2680";"238";"238";"236";"6298";"1838";"8600";"-42060";"36720";"41280";"50.020";"0.187";"3292";"6919010";"1490770";"5428097";
"2019-07-27 10:50:00";"7837";"2237";"2265";"1074";"14890";"608";"600";"567";"40";"237";"5";"0";"33130";"3685";"3780";"1875";"2348";"3725";"631";"10652";"31253";"1";"0";"1125113";"-6848";"7086";"2592";"238";"238";"236";"5930";"1880";"8128";"-40520";"34700";"39340";"49.990";"0.168";"2832";"6919270";"1490770";"5428384";
